train_number,station_code,station_sequence,scheduled_arrival,actual_arrival,arrival_delay_min,scheduled_distance_km,current_delay_min,section_avg_delay_min,weather_severity,is_weekend,day_of_week,hour_of_day,train_type,priority_score,platform_congestion,num_stops_so_far,halts_scheduled_min
37228,HGY,2,2026-08-26 08:07:00,2026-08-26 08:19:12,12.2,1.0,22.2,9.7,0,0,2,8,EXP,0.55,0.56,2,1.0
37228,CNS,3,2026-08-26 08:10:00,2026-08-26 08:32:24,22.4,3.0,12.2,12.5,1,0,2,8,EXP,0.55,0.67,3,1.0
37228,CGR,4,2026-08-26 08:13:00,2026-08-26 08:29:30,16.5,6.0,22.4,14.0,0,0,2,8,EXP,0.55,0.67,4,1.0
37228,MUU,5,2026-08-26 08:16:00,2026-08-26 08:22:54,6.9,8.0,16.5,6.7,0,0,2,8,EXP,0.55,0.56,5,1.0
37228,BHR,6,2026-08-26 08:18:00,2026-08-26 08:27:12,9.2,11.0,6.9,8.2,0,0,2,8,EXP,0.55,0.56,6,1.0
37228,BBAE,7,2026-08-26 08:22:00,2026-08-26 08:30:24,8.4,14.0,9.2,9.7,0,0,2,8,EXP,0.55,0.56,7,1.0
37228,SHE,8,2026-08-26 08:24:00,2026-08-26 08:42:06,18.1,17.0,8.4,15.9,1,0,2,8,EXP,0.55,0.95,8,1.0
37228,SRP,9,2026-08-26 08:28:00,2026-08-26 08:57:18,29.3,19.0,18.1,17.4,1,0,2,8,EXP,0.55,0.95,9,1.0
37228,RIS,10,2026-08-26 08:32:00,2026-08-26 08:47:36,15.6,22.0,29.3,10.9,0,0,2,8,EXP,0.55,0.91,10,1.0
37228,KOG,11,2026-08-26 08:35:00,2026-08-26 08:58:06,23.1,25.0,15.6,12.5,0,0,2,8,EXP,0.55,0.92,11,1.0
37228,HMZ,12,2026-08-26 08:38:00,2026-08-26 08:59:06,21.1,27.0,23.1,13.8,1,0,2,8,EXP,0.55,0.9,12,1.0
37228,UPA,13,2026-08-26 08:40:00,2026-08-26 08:54:36,14.6,29.0,21.1,15.7,0,0,2,8,EXP,0.55,0.93,13,1.0
37228,BLY,14,2026-08-26 08:42:00,2026-08-26 08:59:18,17.3,30.0,14.6,17.2,0,0,2,8,EXP,0.55,0.93,14,1.0
37228,BEQ,15,2026-08-26 08:45:00,2026-08-26 08:59:48,14.8,32.0,17.3,11.4,0,0,2,8,EXP,0.55,0.95,15,1.0
37228,LLH,16,2026-08-26 08:49:00,2026-08-26 09:04:00,15.0,34.0,14.8,12.9,0,0,2,8,EXP,0.55,0.95,16,1.0
37228,HWH,17,2026-08-26 09:05:00,2026-08-26 09:41:54,36.9,39.0,15.0,14.4,0,0,2,9,EXP,0.55,0.95,17,0.0
37229,HWH,1,2026-08-26 09:50:00,2026-08-26 10:08:42,18.7,0.0,0.0,12.9,0,0,2,9,EXP,0.55,0.95,1,0.0
37229,LLH,2,2026-08-26 09:58:00,2026-08-26 10:17:48,19.8,4.0,18.7,14.4,1,0,2,9,EXP,0.55,0.95,2,1.0
37229,BEQ,3,2026-08-26 10:01:00,2026-08-26 10:18:48,17.8,6.0,19.8,15.9,0,0,2,10,EXP,0.55,0.95,3,1.0
37229,BLY,4,2026-08-26 10:04:00,2026-08-26 10:24:42,20.7,8.0,17.8,17.2,0,0,2,10,EXP,0.55,0.93,4,1.0
37229,UPA,5,2026-08-26 10:07:00,2026-08-26 10:24:36,17.6,9.0,20.7,11.2,0,0,2,10,EXP,0.55,0.93,5,1.0
37229,HMZ,6,2026-08-26 10:09:00,2026-08-26 10:24:24,15.4,11.0,17.6,12.3,0,0,2,10,EXP,0.55,0.9,6,1.0
37229,KOG,7,2026-08-26 10:12:00,2026-08-26 10:38:12,26.2,13.0,15.4,14.0,1,0,2,10,EXP,0.55,0.92,7,1.0
37229,RIS,8,2026-08-26 10:15:00,2026-08-26 10:32:48,17.8,16.0,26.2,15.4,1,0,2,10,EXP,0.55,0.91,8,1.0
37229,SRP,9,2026-08-26 10:18:00,2026-08-26 10:36:06,18.1,19.0,17.8,17.4,1,0,2,10,EXP,0.55,0.95,9,1.0
37229,SHE,10,2026-08-26 10:22:00,2026-08-26 10:35:36,13.6,22.0,18.1,11.4,0,0,2,10,EXP,0.55,0.95,10,1.0
37229,BBAE,11,2026-08-26 10:24:00,2026-08-26 10:31:36,7.6,24.0,13.6,8.2,0,0,2,10,EXP,0.55,0.56,11,1.0
37229,BHR,12,2026-08-26 10:28:00,2026-08-26 10:39:42,11.7,28.0,7.6,9.7,0,0,2,10,EXP,0.55,0.56,12,1.0
37229,MUU,13,2026-08-26 10:30:00,2026-08-26 10:49:36,19.6,30.0,11.7,11.2,0,0,2,10,EXP,0.55,0.56,13,1.0
37229,CGR,14,2026-08-26 10:33:00,2026-08-26 10:48:24,15.4,32.0,19.6,14.0,0,0,2,10,EXP,0.55,0.67,14,1.0
37229,CNS,15,2026-08-26 10:36:00,2026-08-26 10:47:12,11.2,35.0,15.4,8.0,0,0,2,10,EXP,0.55,0.67,15,1.0
37229,HGY,16,2026-08-26 10:39:00,2026-08-26 10:50:00,11.0,37.0,11.2,8.2,0,0,2,10,EXP,0.55,0.56,16,1.0
37229,BDC,17,2026-08-26 10:50:00,2026-08-26 11:01:30,11.5,39.0,11.0,14.4,0,0,2,10,EXP,0.55,0.95,17,0.0
37230,BDC,1,2026-08-26 08:32:00,2026-08-26 08:57:00,25.0,0.0,0.0,12.9,0,0,2,8,EXP,0.55,0.95,1,0.0
37230,HGY,2,2026-08-26 08:34:00,2026-08-26 08:48:54,14.9,1.0,25.0,9.7,0,0,2,8,EXP,0.55,0.56,2,1.0
37230,CNS,3,2026-08-26 08:37:00,2026-08-26 09:03:00,26.0,3.0,14.9,12.5,0,0,2,8,EXP,0.55,0.67,3,1.0
37230,CGR,4,2026-08-26 08:40:00,2026-08-26 08:52:18,12.3,6.0,26.0,14.0,0,0,2,8,EXP,0.55,0.67,4,1.0
37230,MUU,5,2026-08-26 08:43:00,2026-08-26 08:54:42,11.7,8.0,12.3,6.7,0,0,2,8,EXP,0.55,0.56,5,1.0
37230,BHR,6,2026-08-26 08:45:00,2026-08-26 08:50:54,5.9,11.0,11.7,8.2,0,0,2,8,EXP,0.55,0.56,6,1.0
37230,BBAE,7,2026-08-26 08:49:00,2026-08-26 09:18:06,29.1,14.0,5.9,9.7,2,0,2,8,EXP,0.55,0.56,7,1.0
37230,SHE,8,2026-08-26 08:52:00,2026-08-26 09:10:48,18.8,17.0,29.1,15.9,1,0,2,8,EXP,0.55,0.95,8,1.0
37230,SRP,9,2026-08-26 08:54:00,2026-08-26 09:07:42,13.7,19.0,18.8,17.4,0,0,2,8,EXP,0.55,0.95,9,1.0
37230,RIS,10,2026-08-26 08:59:00,2026-08-26 09:19:42,20.7,22.0,13.7,10.9,2,0,2,8,EXP,0.55,0.91,10,1.0
37230,KOG,11,2026-08-26 09:02:00,2026-08-26 09:25:24,23.4,25.0,20.7,12.5,1,0,2,9,EXP,0.55,0.92,11,1.0
37230,HMZ,12,2026-08-26 09:05:00,2026-08-26 09:39:06,34.1,27.0,23.4,13.8,1,0,2,9,EXP,0.55,0.9,12,1.0
37230,UPA,13,2026-08-26 09:07:00,2026-08-26 09:34:54,27.9,29.0,34.1,15.7,3,0,2,9,EXP,0.55,0.93,13,1.0
37230,BLY,14,2026-08-26 09:09:00,2026-08-26 09:25:06,16.1,30.0,27.9,17.2,0,0,2,9,EXP,0.55,0.93,14,1.0
37230,BEQ,15,2026-08-26 09:12:00,2026-08-26 09:22:42,10.7,32.0,16.1,11.4,0,0,2,9,EXP,0.55,0.95,15,1.0
37230,LLH,16,2026-08-26 09:16:00,2026-08-26 09:29:54,13.9,34.0,10.7,12.9,0,0,2,9,EXP,0.55,0.95,16,1.0
37230,HWH,17,2026-08-26 09:34:00,2026-08-26 09:45:24,11.4,39.0,13.9,14.4,0,0,2,9,EXP,0.55,0.95,17,0.0
37231,HWH,1,2026-08-26 10:15:00,2026-08-26 10:38:42,23.7,0.0,0.0,12.9,2,0,2,10,EXP,0.55,0.95,1,0.0
37231,LLH,2,2026-08-26 10:23:00,2026-08-26 10:44:48,21.8,4.0,23.7,14.4,0,0,2,10,EXP,0.55,0.95,2,1.0
37231,BEQ,3,2026-08-26 10:26:00,2026-08-26 10:49:54,23.9,6.0,21.8,15.9,1,0,2,10,EXP,0.55,0.95,3,1.0
37231,BLY,4,2026-08-26 10:29:00,2026-08-26 10:56:24,27.4,8.0,23.9,17.2,1,0,2,10,EXP,0.55,0.93,4,1.0
37231,UPA,5,2026-08-26 10:32:00,2026-08-26 10:43:12,11.2,9.0,27.4,11.2,0,0,2,10,EXP,0.55,0.93,5,1.0
37231,HMZ,6,2026-08-26 10:34:00,2026-08-26 10:55:00,21.0,11.0,11.2,12.3,0,0,2,10,EXP,0.55,0.9,6,1.0
37231,KOG,7,2026-08-26 10:37:00,2026-08-26 10:55:12,18.2,13.0,21.0,14.0,1,0,2,10,EXP,0.55,0.92,7,1.0
37231,RIS,8,2026-08-26 10:40:00,2026-08-26 10:58:24,18.4,16.0,18.2,15.4,1,0,2,10,EXP,0.55,0.91,8,1.0
37231,SRP,9,2026-08-26 10:43:00,2026-08-26 10:59:24,16.4,19.0,18.4,17.4,0,0,2,10,EXP,0.55,0.95,9,1.0
37231,SHE,10,2026-08-26 10:47:00,2026-08-26 10:59:06,12.1,22.0,16.4,11.4,0,0,2,10,EXP,0.55,0.95,10,1.0
37231,BBAE,11,2026-08-26 10:49:00,2026-08-26 11:03:06,14.1,24.0,12.1,8.2,0,0,2,10,EXP,0.55,0.56,11,1.0
37231,BHR,12,2026-08-26 10:53:00,2026-08-26 11:03:48,10.8,28.0,14.1,9.7,0,0,2,10,EXP,0.55,0.56,12,1.0
37231,MUU,13,2026-08-26 10:55:00,2026-08-26 11:09:06,14.1,30.0,10.8,11.2,0,0,2,10,EXP,0.55,0.56,13,1.0
37231,CGR,14,2026-08-26 10:58:00,2026-08-26 11:17:30,19.5,32.0,14.1,14.0,1,0,2,10,EXP,0.55,0.67,14,1.0
37231,CNS,15,2026-08-26 11:06:00,2026-08-26 11:24:24,18.4,35.0,19.5,8.0,1,0,2,11,EXP,0.55,0.67,15,1.0
37231,HGY,16,2026-08-26 11:09:00,2026-08-26 11:25:24,16.4,37.0,18.4,8.2,0,0,2,11,EXP,0.55,0.56,16,1.0
37231,BDC,17,2026-08-26 11:15:00,2026-08-26 11:45:48,30.8,39.0,16.4,14.4,3,0,2,11,EXP,0.55,0.95,17,0.0
37232,BDC,1,2026-08-26 08:52:00,2026-08-26 09:12:48,20.8,0.0,0.0,12.9,0,0,2,8,EXP,0.55,0.95,1,0.0
37232,HGY,2,2026-08-26 08:54:00,2026-08-26 09:17:06,23.1,1.0,20.8,9.7,1,0,2,8,EXP,0.55,0.56,2,1.0
37232,CNS,3,2026-08-26 08:57:00,2026-08-26 09:22:36,25.6,3.0,23.1,12.5,3,0,2,8,EXP,0.55,0.67,3,1.0
37232,CGR,4,2026-08-26 09:00:00,2026-08-26 09:14:18,14.3,6.0,25.6,14.0,0,0,2,9,EXP,0.55,0.67,4,1.0
37232,MUU,5,2026-08-26 09:03:00,2026-08-26 09:09:30,6.5,8.0,14.3,6.7,0,0,2,9,EXP,0.55,0.56,5,1.0
37232,BHR,6,2026-08-26 09:05:00,2026-08-26 09:25:18,20.3,11.0,6.5,8.2,0,0,2,9,EXP,0.55,0.56,6,1.0
37232,BBAE,7,2026-08-26 09:09:00,2026-08-26 09:20:18,11.3,14.0,20.3,9.7,0,0,2,9,EXP,0.55,0.56,7,1.0
37232,SHE,8,2026-08-26 09:13:00,2026-08-26 09:45:24,32.4,17.0,11.3,15.9,0,0,2,9,EXP,0.55,0.95,8,1.0
37232,SRP,9,2026-08-26 09:17:00,2026-08-26 09:33:30,16.5,19.0,32.4,17.4,0,0,2,9,EXP,0.55,0.95,9,1.0
37232,RIS,10,2026-08-26 09:20:00,2026-08-26 09:31:42,11.7,22.0,16.5,10.9,0,0,2,9,EXP,0.55,0.91,10,1.0
37232,KOG,11,2026-08-26 09:24:00,2026-08-26 09:54:18,30.3,25.0,11.7,12.5,1,0,2,9,EXP,0.55,0.92,11,1.0
37232,HMZ,12,2026-08-26 09:27:00,2026-08-26 09:44:36,17.6,27.0,30.3,13.8,1,0,2,9,EXP,0.55,0.9,12,1.0
37232,UPA,13,2026-08-26 09:29:00,2026-08-26 09:46:54,17.9,29.0,17.6,15.7,0,0,2,9,EXP,0.55,0.93,13,1.0
37232,BLY,14,2026-08-26 09:32:00,2026-08-26 09:54:24,22.4,30.0,17.9,17.2,0,0,2,9,EXP,0.55,0.93,14,1.0
37232,BEQ,15,2026-08-26 09:35:00,2026-08-26 09:55:30,20.5,32.0,22.4,11.4,1,0,2,9,EXP,0.55,0.95,15,1.0
37232,LLH,16,2026-08-26 09:38:00,2026-08-26 09:55:54,17.9,34.0,20.5,12.9,0,0,2,9,EXP,0.55,0.95,16,1.0
37232,HWH,17,2026-08-26 09:55:00,2026-08-26 10:13:12,18.2,39.0,17.9,14.4,0,0,2,9,EXP,0.55,0.95,17,0.0
37233,HWH,1,2026-08-26 10:30:00,2026-08-26 10:50:42,20.7,0.0,0.0,12.9,1,0,2,10,EXP,0.55,0.95,1,0.0
37233,LLH,2,2026-08-26 10:38:00,2026-08-26 10:57:00,19.0,4.0,20.7,14.4,1,0,2,10,EXP,0.55,0.95,2,1.0
37233,BEQ,3,2026-08-26 10:41:00,2026-08-26 10:54:30,13.5,6.0,19.0,15.9,0,0,2,10,EXP,0.55,0.95,3,1.0
37233,BLY,4,2026-08-26 10:44:00,2026-08-26 11:12:54,28.9,8.0,13.5,17.2,0,0,2,10,EXP,0.55,0.93,4,1.0
37233,UPA,5,2026-08-26 10:47:00,2026-08-26 11:01:18,14.3,9.0,28.9,11.2,0,0,2,10,EXP,0.55,0.93,5,1.0
37233,HMZ,6,2026-08-26 10:49:00,2026-08-26 10:59:48,10.8,11.0,14.3,12.3,0,0,2,10,EXP,0.55,0.9,6,1.0
37233,KOG,7,2026-08-26 10:52:00,2026-08-26 11:16:54,24.9,13.0,10.8,14.0,1,0,2,10,EXP,0.55,0.92,7,1.0
37233,RIS,8,2026-08-26 10:57:00,2026-08-26 11:09:18,12.3,16.0,24.9,15.4,0,0,2,10,EXP,0.55,0.91,8,1.0
37233,SRP,9,2026-08-26 11:00:00,2026-08-26 11:28:00,28.0,19.0,12.3,17.4,0,0,2,11,EXP,0.55,0.95,9,1.0
37233,SHE,10,2026-08-26 11:04:00,2026-08-26 11:14:12,10.2,22.0,28.0,11.4,0,0,2,11,EXP,0.55,0.95,10,1.0
37233,BBAE,11,2026-08-26 11:06:00,2026-08-26 11:28:42,22.7,24.0,10.2,8.2,2,0,2,11,EXP,0.55,0.56,11,1.0
37233,BHR,12,2026-08-26 11:10:00,2026-08-26 11:18:30,8.5,28.0,22.7,9.7,0,0,2,11,EXP,0.55,0.56,12,1.0
37233,MUU,13,2026-08-26 11:12:00,2026-08-26 11:24:18,12.3,30.0,8.5,11.2,0,0,2,11,EXP,0.55,0.56,13,1.0
37233,CGR,14,2026-08-26 11:15:00,2026-08-26 11:25:06,10.1,32.0,12.3,14.0,0,0,2,11,EXP,0.55,0.67,14,1.0
37233,CNS,15,2026-08-26 11:18:00,2026-08-26 11:37:06,19.1,35.0,10.1,8.0,2,0,2,11,EXP,0.55,0.67,15,1.0
37233,HGY,16,2026-08-26 11:21:00,2026-08-26 11:37:18,16.3,37.0,19.1,8.2,2,0,2,11,EXP,0.55,0.56,16,1.0
37233,BDC,17,2026-08-26 11:28:00,2026-08-26 11:40:54,12.9,39.0,16.3,14.4,0,0,2,11,EXP,0.55,0.95,17,0.0
37234,BDC,1,2026-08-26 09:08:00,2026-08-26 09:19:12,11.2,0.0,0.0,12.9,0,0,2,9,EXP,0.55,0.95,1,0.0
37234,HGY,2,2026-08-26 09:10:00,2026-08-26 09:25:18,15.3,1.0,11.2,9.7,0,0,2,9,EXP,0.55,0.56,2,1.0
37234,CNS,3,2026-08-26 09:13:00,2026-08-26 09:29:12,16.2,3.0,15.3,12.5,0,0,2,9,EXP,0.55,0.67,3,1.0
37234,CGR,4,2026-08-26 09:16:00,2026-08-26 09:26:12,10.2,6.0,16.2,14.0,0,0,2,9,EXP,0.55,0.67,4,1.0
37234,MUU,5,2026-08-26 09:19:00,2026-08-26 09:29:36,10.6,8.0,10.2,6.7,0,0,2,9,EXP,0.55,0.56,5,1.0
37234,BHR,6,2026-08-26 09:22:00,2026-08-26 09:30:48,8.8,11.0,10.6,8.2,0,0,2,9,EXP,0.55,0.56,6,1.0
37234,BBAE,7,2026-08-26 09:25:00,2026-08-26 09:34:12,9.2,14.0,8.8,9.7,0,0,2,9,EXP,0.55,0.56,7,1.0
37234,SHE,8,2026-08-26 09:29:00,2026-08-26 09:41:48,12.8,17.0,9.2,15.9,0,0,2,9,EXP,0.55,0.95,8,1.0
37234,SRP,9,2026-08-26 09:33:00,2026-08-26 09:46:36,13.6,19.0,12.8,17.4,0,0,2,9,EXP,0.55,0.95,9,1.0
37234,RIS,10,2026-08-26 09:37:00,2026-08-26 09:54:24,17.4,22.0,13.6,10.9,0,0,2,9,EXP,0.55,0.91,10,1.0
37234,KOG,11,2026-08-26 09:41:00,2026-08-26 09:58:54,17.9,25.0,17.4,12.5,0,0,2,9,EXP,0.55,0.92,11,1.0
37234,HMZ,12,2026-08-26 09:43:00,2026-08-26 10:01:54,18.9,27.0,17.9,13.8,0,0,2,9,EXP,0.55,0.9,12,1.0
37234,UPA,13,2026-08-26 09:46:00,2026-08-26 10:15:12,29.2,29.0,18.9,15.7,0,0,2,9,EXP,0.55,0.93,13,1.0
37234,BLY,14,2026-08-26 09:48:00,2026-08-26 10:24:48,36.8,30.0,29.2,17.2,0,0,2,9,EXP,0.55,0.93,14,1.0
37234,BEQ,15,2026-08-26 09:51:00,2026-08-26 10:10:00,19.0,32.0,36.8,11.4,0,0,2,9,EXP,0.55,0.95,15,1.0
37234,LLH,16,2026-08-26 09:55:00,2026-08-26 10:08:48,13.8,34.0,19.0,12.9,0,0,2,9,EXP,0.55,0.95,16,1.0
37234,HWH,17,2026-08-26 10:09:00,2026-08-26 10:27:54,18.9,39.0,13.8,14.4,1,0,2,10,EXP,0.55,0.95,17,0.0
37235,HWH,1,2026-08-26 10:45:00,2026-08-26 11:02:54,17.9,0.0,0.0,12.9,0,0,2,10,EXP,0.55,0.95,1,0.0
37235,LLH,2,2026-08-26 10:53:00,2026-08-26 11:07:30,14.5,4.0,17.9,14.4,0,0,2,10,EXP,0.55,0.95,2,1.0
37235,BEQ,3,2026-08-26 10:56:00,2026-08-26 11:18:06,22.1,6.0,14.5,15.9,1,0,2,10,EXP,0.55,0.95,3,1.0
37235,BLY,4,2026-08-26 10:59:00,2026-08-26 11:24:30,25.5,8.0,22.1,17.2,1,0,2,10,EXP,0.55,0.93,4,1.0
37235,UPA,5,2026-08-26 11:03:00,2026-08-26 11:20:12,17.2,9.0,25.5,11.2,1,0,2,11,EXP,0.55,0.93,5,1.0
37235,HMZ,6,2026-08-26 11:05:00,2026-08-26 11:18:36,13.6,11.0,17.2,12.3,0,0,2,11,EXP,0.55,0.9,6,1.0
37235,KOG,7,2026-08-26 11:08:00,2026-08-26 11:20:00,12.0,13.0,13.6,14.0,0,0,2,11,EXP,0.55,0.92,7,1.0
37235,RIS,8,2026-08-26 11:11:00,2026-08-26 11:26:00,15.0,16.0,12.0,15.4,0,0,2,11,EXP,0.55,0.91,8,1.0
37235,SRP,9,2026-08-26 11:14:00,2026-08-26 11:45:12,31.2,19.0,15.0,17.4,2,0,2,11,EXP,0.55,0.95,9,1.0
37235,SHE,10,2026-08-26 11:18:00,2026-08-26 11:31:12,13.2,22.0,31.2,11.4,0,0,2,11,EXP,0.55,0.95,10,1.0
37235,BBAE,11,2026-08-26 11:20:00,2026-08-26 11:34:18,14.3,24.0,13.2,8.2,0,0,2,11,EXP,0.55,0.56,11,1.0
37235,BHR,12,2026-08-26 11:24:00,2026-08-26 11:31:36,7.6,28.0,14.3,9.7,0,0,2,11,EXP,0.55,0.56,12,1.0
37235,MUU,13,2026-08-26 11:26:00,2026-08-26 11:37:48,11.8,30.0,7.6,11.2,0,0,2,11,EXP,0.55,0.56,13,1.0
37235,CGR,14,2026-08-26 11:29:00,2026-08-26 11:57:06,28.1,32.0,11.8,14.0,1,0,2,11,EXP,0.55,0.67,14,1.0
37235,CNS,15,2026-08-26 11:32:00,2026-08-26 11:54:54,22.9,35.0,28.1,8.0,2,0,2,11,EXP,0.55,0.67,15,1.0
37235,HGY,16,2026-08-26 11:35:00,2026-08-26 11:43:06,8.1,37.0,22.9,8.2,0,0,2,11,EXP,0.55,0.56,16,1.0
37235,BDC,17,2026-08-26 11:44:00,2026-08-26 11:55:30,11.5,39.0,8.1,14.4,0,0,2,11,EXP,0.55,0.95,17,0.0
37236,BDC,1,2026-08-26 09:46:00,2026-08-26 10:08:18,22.3,0.0,0.0,12.9,2,0,2,9,MEMU,0.3,0.95,1,0.0
37236,HGY,2,2026-08-26 09:48:00,2026-08-26 09:57:30,9.5,1.0,22.3,9.7,0,0,2,9,MEMU,0.3,0.56,2,1.0
37236,CNS,3,2026-08-26 09:51:00,2026-08-26 10:23:42,32.7,3.0,9.5,12.5,1,0,2,9,MEMU,0.3,0.67,3,1.0
37236,CGR,4,2026-08-26 09:54:00,2026-08-26 10:10:00,16.0,6.0,32.7,14.0,0,0,2,9,MEMU,0.3,0.67,4,1.0
37236,MUU,5,2026-08-26 09:57:00,2026-08-26 10:10:42,13.7,8.0,16.0,6.7,0,0,2,9,MEMU,0.3,0.56,5,1.0
37236,BHR,6,2026-08-26 10:00:00,2026-08-26 10:14:12,14.2,11.0,13.7,8.2,0,0,2,10,MEMU,0.3,0.56,6,1.0
37236,BBAE,7,2026-08-26 10:03:00,2026-08-26 10:10:36,7.6,14.0,14.2,9.7,0,0,2,10,MEMU,0.3,0.56,7,1.0
37236,SHE,8,2026-08-26 10:06:00,2026-08-26 10:20:30,14.5,17.0,7.6,15.9,0,0,2,10,MEMU,0.3,0.95,8,1.0
37236,SRP,9,2026-08-26 10:09:00,2026-08-26 10:30:24,21.4,19.0,14.5,17.4,1,0,2,10,MEMU,0.3,0.95,9,1.0
37236,RIS,10,2026-08-26 10:12:00,2026-08-26 10:24:00,12.0,22.0,21.4,10.9,0,0,2,10,MEMU,0.3,0.91,10,1.0
37236,KOG,11,2026-08-26 10:17:00,2026-08-26 10:30:48,13.8,25.0,12.0,12.5,0,0,2,10,MEMU,0.3,0.92,11,1.0
37236,HMZ,12,2026-08-26 10:19:00,2026-08-26 10:38:30,19.5,27.0,13.8,13.8,1,0,2,10,MEMU,0.3,0.9,12,1.0
37236,UPA,13,2026-08-26 10:22:00,2026-08-26 10:40:42,18.7,29.0,19.5,15.7,0,0,2,10,MEMU,0.3,0.93,13,1.0
37236,BLY,14,2026-08-26 10:24:00,2026-08-26 10:47:18,23.3,30.0,18.7,17.2,0,0,2,10,MEMU,0.3,0.93,14,1.0
37236,BEQ,15,2026-08-26 10:27:00,2026-08-26 10:57:00,30.0,32.0,23.3,11.4,3,0,2,10,MEMU,0.3,0.95,15,1.0
37236,LLH,16,2026-08-26 10:31:00,2026-08-26 10:49:36,18.6,34.0,30.0,12.9,1,0,2,10,MEMU,0.3,0.95,16,1.0
37236,HWH,17,2026-08-26 10:48:00,2026-08-26 11:21:06,33.1,39.0,18.6,14.4,3,0,2,10,MEMU,0.3,0.95,17,0.0
37237,HWH,1,2026-08-26 10:55:00,2026-08-26 11:06:24,11.4,0.0,0.0,12.9,0,0,2,10,EXP,0.55,0.95,1,0.0
37237,LLH,2,2026-08-26 11:03:00,2026-08-26 11:32:18,29.3,4.0,11.4,14.4,3,0,2,11,EXP,0.55,0.95,2,1.0
37237,BEQ,3,2026-08-26 11:06:00,2026-08-26 11:27:06,21.1,6.0,29.3,15.9,0,0,2,11,EXP,0.55,0.95,3,1.0
37237,BLY,4,2026-08-26 11:09:00,2026-08-26 11:24:30,15.5,8.0,21.1,17.2,0,0,2,11,EXP,0.55,0.93,4,1.0
37237,UPA,5,2026-08-26 11:13:00,2026-08-26 11:50:48,37.8,9.0,15.5,11.2,0,0,2,11,EXP,0.55,0.93,5,1.0
37237,HMZ,6,2026-08-26 11:15:00,2026-08-26 11:31:54,16.9,11.0,37.8,12.3,1,0,2,11,EXP,0.55,0.9,6,1.0
37237,KOG,7,2026-08-26 11:18:00,2026-08-26 11:47:18,29.3,13.0,16.9,14.0,3,0,2,11,EXP,0.55,0.92,7,1.0
37237,RIS,8,2026-08-26 11:21:00,2026-08-26 11:37:36,16.6,16.0,29.3,15.4,0,0,2,11,EXP,0.55,0.91,8,1.0
37237,SRP,9,2026-08-26 11:25:00,2026-08-26 11:52:12,27.2,19.0,16.6,17.4,2,0,2,11,EXP,0.55,0.95,9,1.0
37237,SHE,10,2026-08-26 11:28:00,2026-08-26 11:50:42,22.7,22.0,27.2,11.4,1,0,2,11,EXP,0.55,0.95,10,1.0
37237,BBAE,11,2026-08-26 11:31:00,2026-08-26 11:42:18,11.3,24.0,22.7,8.2,0,0,2,11,EXP,0.55,0.56,11,1.0
37237,BHR,12,2026-08-26 11:34:00,2026-08-26 11:43:00,9.0,28.0,11.3,9.7,0,0,2,11,EXP,0.55,0.56,12,1.0
37237,MUU,13,2026-08-26 11:37:00,2026-08-26 11:48:48,11.8,30.0,9.0,11.2,0,0,2,11,EXP,0.55,0.56,13,1.0
37237,CGR,14,2026-08-26 11:39:00,2026-08-26 11:48:00,9.0,32.0,11.8,14.0,0,0,2,11,EXP,0.55,0.67,14,1.0
37237,CNS,15,2026-08-26 11:43:00,2026-08-26 11:53:24,10.4,35.0,9.0,8.0,0,0,2,11,EXP,0.55,0.67,15,1.0
37237,HGY,16,2026-08-26 11:45:00,2026-08-26 11:52:12,7.2,37.0,10.4,8.2,0,0,2,11,EXP,0.55,0.56,16,1.0
37237,BDC,17,2026-08-26 11:55:00,2026-08-26 12:16:12,21.2,39.0,7.2,14.4,0,0,2,11,EXP,0.55,0.95,17,0.0
37238,BDC,1,2026-08-26 10:30:00,2026-08-26 10:53:36,23.6,0.0,0.0,12.9,1,0,2,10,EXP,0.55,0.95,1,0.0
37238,HGY,2,2026-08-26 10:32:00,2026-08-26 10:39:36,7.6,1.0,23.6,9.7,0,0,2,10,EXP,0.55,0.56,2,1.0
37238,CNS,3,2026-08-26 10:35:00,2026-08-26 10:55:12,20.2,3.0,7.6,12.5,0,0,2,10,EXP,0.55,0.67,3,1.0
37238,CGR,4,2026-08-26 10:38:00,2026-08-26 10:48:42,10.7,6.0,20.2,14.0,0,0,2,10,EXP,0.55,0.67,4,1.0
37238,MUU,5,2026-08-26 10:41:00,2026-08-26 10:53:48,12.8,8.0,10.7,6.7,0,0,2,10,EXP,0.55,0.56,5,1.0
37238,BHR,6,2026-08-26 10:43:00,2026-08-26 11:05:42,22.7,11.0,12.8,8.2,1,0,2,10,EXP,0.55,0.56,6,1.0
37238,BBAE,7,2026-08-26 10:47:00,2026-08-26 11:13:54,26.9,14.0,22.7,9.7,1,0,2,10,EXP,0.55,0.56,7,1.0
37238,SHE,8,2026-08-26 10:49:00,2026-08-26 11:05:06,16.1,17.0,26.9,15.9,0,0,2,10,EXP,0.55,0.95,8,1.0
37238,SRP,9,2026-08-26 10:53:00,2026-08-26 11:07:54,14.9,19.0,16.1,17.4,0,0,2,10,EXP,0.55,0.95,9,1.0
37238,RIS,10,2026-08-26 10:56:00,2026-08-26 11:06:48,10.8,22.0,14.9,10.9,0,0,2,10,EXP,0.55,0.91,10,1.0
